data_type,collector,purpose,text
cookie / pixel tag,service use,analytics,"Functional Cookies
This cookie is used for diagnostic purposes by Impact Radius, a service used to track sign-up commissions for our affiliate program."
cookie / pixel tag,social media,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
datum about you,we,"advertising, legal, security, services, analytics","We also collect data about you automatically through your use of our Sites or Services, as described in the "" Automatically Collected Data "" section below."
government identification,we,"advertising, legal, security, services, analytics","To verify your identity, we may require you to provide government identification, give a declaration as to your identity under penalty of perjury, and/or provide additional information, where permitted by law."
identity,ad exchange,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
identity,analytic provider,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
identity,social media,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
information we collect through service,we,"advertising, legal, security, services, analytics","If you are a visitor to or user of a website, application, or service on which a Customer uses our Services (an ""End-User""), then any information that we collect through our Services is subject to the Customer's privacy policy and applicable terms.
When we provide our Services to a Customer, we process such data as a ""data processor"" for or on behalf of our Customer, and the Customer is considered the ""data controller""."
information we request,we,"advertising, legal, security, services, analytics","If you have not provided your agent with such a power of attorney, you must provide your agent with written and signed permission to exercise your rights on your behalf, provide the information we request to verify your identity and provide us with written confirmation that you have given the authorized agent permission to submit the request."
insurer,professional advisor,,"We may disclose personal information in the following ways: Professional advisors - We may disclose personal information to professional advisors, such as lawyers, auditors, bankers, and insurers, where necessary in the course of the professional services that they render to us."
lawyer,professional advisor,,"We may disclose personal information in the following ways: Professional advisors - We may disclose personal information to professional advisors, such as lawyers, auditors, bankers, and insurers, where necessary in the course of the professional services that they render to us."
profile datum,we,"advertising, legal, security, services, analytics","We may ask you to provide us with certain information, such as: Profile data ,  including such as the username and password that you may set to establish an online account on the Services."
time,ad exchange,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
time,analytic provider,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
time,social media,,"We may allow third parties such as ad exchanges, web analytics vendors, and social networking platforms to use these technologies to collect certain data and information about our customers' and other users' interaction with us on our Sites and elsewhere on the internet (e.g., search and click stream information, browser and device type, time and date, cookie and session ID, and the identity or type of advertisements clicked or scrolled over) and to use this information to display ads for Qualified and other entities when customers or other users use our Services or other websites or applications."
user datum,youtube,,"YouTube collects user data through videos embedded in websites, which is aggregated with profile data from other Google services in order to display targeted advertising to web visitors across a broad range of their own and other websites."
written confirmation you give authorized agent permission submit request,we,"advertising, legal, security, services, analytics","If you have not provided your agent with such a power of attorney, you must provide your agent with written and signed permission to exercise your rights on your behalf, provide the information we request to verify your identity and provide us with written confirmation that you have given the authorized agent permission to submit the request."
