data_type,collector,purpose,text
feature enable for sutra offering,we,"analytics, legal, services, advertising, security","We also collect information about what happens when you use our Services (e.g., page views, support document searches, features enabled for your Sutra offerings, along with information about your device (e.g., screen size, name of cellular network, and mobile device manufacturer)."
inference we make,we,"analytics, legal, services","In the last 12 months, we collected the following categories of personal information from California residents, depending on the Services used: Inferences we make (such as likelihood of retention or attrition)."
inference we make,we,"analytics, legal, services, advertising, security","In the last 12 months, we collected the following categories of personal information from California residents, depending on the Services used: Inferences we make (such as likelihood of retention or attrition)."
information about action circle manager perform on sutra,we,"analytics, legal, services","For example, we collect information about the actions that circle managers and users perform on Sutra -- in other words, who did what and when (e.g., [Sutra.co username] deleted ""[title of post]"" at [time/date])."
information about you,UNSPECIFIED_ACTOR,services,"Third-party vendors: We may share information about you with third-party vendors who need the information in order to provide their services to us, or to provide their services to you or your site."
information about you,independent contractor,,"These are spelled out below, as well as in the section called Ads and Analytics Services Provided by Others: Subsidiaries and independent contractors: We may disclose information about you to our subsidiaries and independent contractors who need the information to help us provide our Services or process the information on our behalf."
information about you,we,"analytics, legal, services, advertising, security","Here are some examples: Content information: You might provide us with information about you in draft and published content (a blog post or comment that includes biographic information about you, or any media or files you upload).
Legal and regulatory requirements: We may disclose information about you in response to a subpoena, court order, or other governmental request.
These are spelled out below, as well as in the section called Ads and Analytics Services Provided by Others: Subsidiaries and independent contractors: We may disclose information about you to our subsidiaries and independent contractors who need the information to help us provide our Services or process the information on our behalf.
Third-party vendors: We may share information about you with third-party vendors who need the information in order to provide their services to us, or to provide their services to you or your site.
To protect rights, property, and others: We may disclose information about you when we believe in good faith that disclosure is reasonably necessary to protect the property or rights of Sutra, third parties, or the public at large.
We collect this information from three sources: if and when you provide information to us, automatically through operating our Services, and from outside sources.
We only collect information about you if we have a reason to do so -- for example, to provide our Services, to communicate with you, or to make our Services better.
We share information about you in limited circumstances, and with appropriate safeguards on your privacy.
We use information about you for the purposes listed below:"
information about you we process,UNSPECIFIED_ACTOR,services,"Because Sutra's Services are offered worldwide, the information about you that we process when you use the Services in the EU may be used, stored, and/or accessed by individuals operating outside the European Economic Area (EEA) who work for us, or third-party data processors."
information aggregate,we,"analytics, legal, services, advertising, security","These are spelled out below, as well as in the section called Ads and Analytics Services Provided by Others: Aggregated or de-identified information: We may share information that has been aggregated or de-identified, so that it can no longer reasonably be used to identify you."
information process payment,we,"analytics, legal, services, advertising, security","Here are some examples: Payment and contact information: If you buy something from us or earn revenue through our platform, we'll collect information to process those payments and contact you."
information relate to emergency,we,"analytics, legal, services, advertising, security","For example, if we have a good faith belief that there is an imminent danger of death or serious physical injury, we may disclose information related to the emergency without delay."
information store on mobile device,we,"analytics, legal, services, advertising, security",We also collect some information automatically: Stored information: We may access information stored on your mobile device via our mobile apps.
information you provide,we,"analytics, legal, services, advertising, security","Here are some examples: Public profile information: If you have an account with us, we collect the information that you provide for your public profile."
information you want,we,"analytics, legal, services, advertising, security",You may provide us with more information -- like your address and other information you want to share -- but we don't require that information to create a Sutra.co account.
insight on,we,"analytics, legal, services, advertising, security","We use this information to, for example, provide our Services to you, get insights on how people use our Services so we can make our Services better, and understand and make predictions about user retention."
log,we,"analytics, legal, services, advertising, security","We retain the logs for this period of time in order to, among other things, analyze traffic to Sutra's websites and investigate issues if something goes wrong on one of our websites."
log information,we,"analytics, legal, services, advertising, security","We collect log information when you use our Services -- for example, when you create or make changes to your website on Sutra.co."
page view,we,"analytics, legal, services, advertising, security","We also collect information about what happens when you use our Services (e.g., page views, support document searches, features enabled for your Sutra offerings, along with information about your device (e.g., screen size, name of cellular network, and mobile device manufacturer)."
password,we,"analytics, legal, services, advertising, security","For example, we require individuals who sign up for a Sutra.co account to provide an email address and password, along with a username and name -- and that's it."
person name,we,"analytics, legal, services","You may provide us with information like your name, contact information, resume or CV, and work authorization verification as part of the application process."
person name,we,"analytics, legal, services, advertising, security","You may provide us with information like your name, contact information, resume or CV, and work authorization verification as part of the application process."
photo store on device,we,"analytics, legal, services, advertising, security","For example, if you give us permission to access the photographs on your mobile device's camera roll, our Services may access the photos stored on your device when you upload a really amazing photograph of the sunrise to your website."
postal address,we,"analytics, legal, services, advertising, security",You may provide us with more information -- like your address and other information you want to share -- but we don't require that information to create a Sutra.co account.
precise geolocation,we,"analytics, legal, services, advertising, security",We may also collect information about your precise location via our mobile apps (like when you post a photograph with location information) if you allow us to do so through your mobile device operating system's permissions.
public information,UNSPECIFIED_ACTOR,services,Public information may also be indexed by search engines or used by third parties.
record of purchase you make,we,"analytics, legal, services, advertising, security",We also keep a record of the purchases you've made.
support document search,we,"analytics, legal, services, advertising, security","We also collect information about what happens when you use our Services (e.g., page views, support document searches, features enabled for your Sutra offerings, along with information about your device (e.g., screen size, name of cellular network, and mobile device manufacturer)."
web server log,we,"analytics, legal, services, advertising, security","For example, we keep web server logs that record information about a visitor to one of Sutra's websites, like the visitor's IP address, browser type, and operating system, for approximately 30 days."
