data_type,collector,purpose,text
cookie / pixel tag,we,"services, analytics","The Site uses cookies to store information on your computer which are necessary for the proper operation of our system and help us improve the user experience.
We and our service providers use Internet server logs, cookies, tags, SDKs, tracking pixels, and other similar tracking technologies."
credit / debit card number,we,"services, analytics","When you pay for certain features of the Service, we may collect information such as your credit card number, expiration date, billing address, and CVV or security code number."
cvv number,we,"services, analytics","When you pay for certain features of the Service, we may collect information such as your credit card number, expiration date, billing address, and CVV or security code number."
device identifier,we,"services, analytics",We may also collect your MAC address and other unique device identifiers.
doubleclick,advertiser,,"We also allow other third parties (e.g., ad networks and ad servers such as Google Analytics, DoubleClick and others) to access their own cookies or other tracking technologies on your computer, mobile phone, or other device you use to access the Websites."
email address,w,,W may collect information such as your name and email address.
email address,we,services,We may use your email address to deliver relevant product information and marketing messages.
email address,we,"services, analytics, advertising",We may use your email address to deliver relevant product information and marketing messages.
email address,we,"services, analytics, advertising, security",We may use your email address to deliver relevant product information and marketing messages.
event,subscriber,,"For example, a Subscriber may provide or remove access to the Service, manage appointments, account settings, or share events."
expiration date,we,"services, analytics, advertising","When you pay for certain features of the Service, we may collect information such as your credit card number, expiration date, billing address, and CVV or security code number."
financial information,UNSPECIFIED_ACTOR,,"Your financial information is processed by secure, third party services."
general information,we,"services, analytics, advertising","Location information - we collect and process general information about the location of the device from which you are accessing the Service (e.g., approximate geographic location inferred from an IP address).
We collect and process general information about the location of the device from which you are accessing the Service (e.g., approximate geographic location inferred from an IP address)."
information about interaction with service,we,"services, analytics, advertising","If you choose to use or connect to third-party integrations (e.g., Google Calendar) through the Service, or if you are required or permitted to do so by a Subscriber, such third parties may allow us to have access to and store additional information about your interaction with those services as it relates to your use of the Service."
information about you,government official,,"We will disclose any information about you to government or law enforcement officials or private parties as we, in our sole discretion, believe necessary or appropriate to respond to claims and legal process (including but not limited to subpoenas), to protect the property and rights of LiteSite or a third party, to protect the safety of the public or any person, or to prevent or stop activity we may consider to be, or to pose a risk of being, any illegal, unethical or legally actionable activity."
information about you,private party,,"We will disclose any information about you to government or law enforcement officials or private parties as we, in our sole discretion, believe necessary or appropriate to respond to claims and legal process (including but not limited to subpoenas), to protect the property and rights of LiteSite or a third party, to protect the safety of the public or any person, or to prevent or stop activity we may consider to be, or to pose a risk of being, any illegal, unethical or legally actionable activity."
information about you,we,"services, analytics, advertising","We will disclose any information about you to government or law enforcement officials or private parties as we, in our sole discretion, believe necessary or appropriate to respond to claims and legal process (including but not limited to subpoenas), to protect the property and rights of LiteSite or a third party, to protect the safety of the public or any person, or to prevent or stop activity we may consider to be, or to pose a risk of being, any illegal, unethical or legally actionable activity."
information about you require,we,"services, analytics, advertising","If you initiate these connections, you also understand that we will share information about you that is required to enable your use of the third-party integration through the Service."
information collect from site visitor,we,"services, analytics, advertising","We use the information collected from Site Visitors for a variety of purposes including to: Maintain, provide, and improve the Websites and the Service Respond to your requests for information In accordance with applicable legal obligations, communicate with you about promotions, offers, and news about LiteSite."
information necessary,we,"services, analytics, advertising",We may request you provide us with information necessary to confirm your identity before responding to your request.
information provide through connection,we,"services, analytics, advertising","By enabling these connections, you authorize us to connect and access the information provided through these connections, and you understand that the privacy policies of these third parties govern such connections."
information we collect from site visitor,we,"services, analytics, advertising",We may share the information we collect from Site Visitors as follows:  Service Providers.
information we collect from subscriber,we,"services, analytics, advertising",We may share the information we collect from Subscribers as follows:  Service Providers.
information we collect through service,we,"services, analytics, advertising","We may combine the information that we collect through the Service with information that we receive from other sources, both online and offline, and use such combined information in accordance with this Policy and the Customer Agreement.
We may combine the information that we collect through the Service with information that we receive from other sources, both online and offline, and use such combined information in accordance with this Policy and, if you're a Subscriber or User, in accordance with the Terms of Service."
internet server log,service provider,,"We and our service providers use Internet server logs, cookies, tags, SDKs, tracking pixels, and other similar tracking technologies."
internet server log,we,"services, analytics, advertising","We and our service providers use Internet server logs, cookies, tags, SDKs, tracking pixels, and other similar tracking technologies."
litesite website,we,"services, analytics, advertising, security, legal","This Privacy Policy governs your (the ""User,"" also referred to herein as ""you"" or ""your"" or ""Customer"") use of the LiteSite website and service (collectively, the ""Service"") operated by LiteSite (""we,"" ""our"" or ""us"")."
mac address,we,"services, analytics, advertising",We may also collect your MAC address and other unique device identifiers.
non-personal information,we,"services, analytics, advertising, security","We may use Non-Personal Information that we collect to (a) provide, improve, and develop the Service and otherwise tailor your user experience, (b) prevent or investigate fraudulent or inappropriate usage of our Service, and (c) conduct research and development, and for the other purposes described in this Privacy Policy."
person name,w,,W may collect information such as your name and email address.
personal identifier,UNSPECIFIED_ACTOR,services,These third parties have access to your personally identifiable information only to perform these tasks on our behalf and are obligated not to disclose or use it for any other purpose.
personal information,we,"services, analytics, advertising, security","You may also provide Personal Information to us in other ways, such as by requesting user support or scheduling an appointment."
postal address,we,services,"When you pay for certain features of the Service, we may collect information such as your credit card number, expiration date, billing address, and CVV or security code number."
postal address,we,"services, analytics, advertising, security","When you pay for certain features of the Service, we may collect information such as your credit card number, expiration date, billing address, and CVV or security code number."
record of communication,we,"services, analytics, advertising, security","We will also keep records of the communication, the question/request you raised, and how it was resolved."
service usage information,we,"services, analytics, advertising, security","As you use the Service, we collect information about how you use and interact with the Service (""Service Usage Information"")."
tag,service provider,,"We and our service providers use Internet server logs, cookies, tags, SDKs, tracking pixels, and other similar tracking technologies."
tag,we,"services, analytics, advertising, security","We and our service providers use Internet server logs, cookies, tags, SDKs, tracking pixels, and other similar tracking technologies."
tracking pixel,service provider,,"We and our service providers use Internet server logs, cookies, tags, SDKs, tracking pixels, and other similar tracking technologies."
tracking pixel,we,"services, analytics, advertising, security","We and our service providers use Internet server logs, cookies, tags, SDKs, tracking pixels, and other similar tracking technologies."
