data_type,collector,purpose,text
information we receive,we,"advertising, analytics, legal, security, services",We will use the information we receive only for the purposes that are described in this privacy notice or that are otherwise made clear to you on the relevant Services.
input,ai service provider,,". As outlined in this privacy notice, your input, output, and personal information will be shared with and processed by these AI Service Providers to enable your use of our AI Products for purposes outlined in"
ip address,we,"advertising, analytics, legal, security, services","For example, we may use GPS and other technologies to collect geolocation data that tells us your current location (based on your IP address).
You can opt out of allowing us to collect this information either by refusing access to the information or by disabling your Location setting on your device."
option,we,"advertising, analytics, legal, security, services","We may provide you with the option to register with us using your existing social media account details, like your Facebook, X, or other social media account."
output,ai service provider,,". As outlined in this privacy notice, your input, output, and personal information will be shared with and processed by these AI Service Providers to enable your use of our AI Products for purposes outlined in"
personal information,ai service provider,,". As outlined in this privacy notice, your input, output, and personal information will be shared with and processed by these AI Service Providers to enable your use of our AI Products for purposes outlined in"
personal information,service provider,,We may disclose your personal information with our service providers pursuant to a written contract between us and each service provider.
personal information,we,"advertising, analytics, legal, security, services",", in particular: what personal information we collect from you, from which sources, for which purposes, and other recipients of your personal information.
, or, if this is not possible (for example, because your personal information has been stored in backup archives), then we will securely store your personal information and isolate it from any further processing until deletion is possible.
Facebook or X), we receive personal information about you from such platforms such as your name, email address, and gender.
For example, we may process your personal information for some of the purposes described in order to:
How We Use and Share Personal Information
The personal information we collect may include the following:
We collect and process your personal information under the obligations and conditions set by
We collect personal information that you provide to us.
We collect personal information that you voluntarily provide to us when you
We may also collect other personal information outside of these categories through instances where you interact with us in person, online, or by phone or mail in the context of:
We may disclose your personal information with our service providers pursuant to a written contract between us and each service provider.
We may process your personal information when we believe it is necessary to  fulfill  our contractual obligations to you, including providing our Services or at your request prior to entering into a contract with you.
We may use your personal information for our own business purposes, such as for undertaking internal research for technological development and demonstration.
We only process your personal information when we believe it is necessary and we have a valid legal reason (i.e.
We process your personal information for a variety of reasons, depending on how you interact with our Services, including:
We will only keep your personal information for as long as it is necessary for the purposes set out in this privacy notice, unless a longer retention period is required or permitted by law (such as tax, accounting, or other legal requirements).
When you visit, use, or navigate our Services, we may process personal information depending on how you interact with us and the Services, the choices you make, and the products and features you use.
when and with whom we share your personal information"
personal information provide in request,we,"advertising, analytics, legal, security, services",We will only use personal information provided in your request to verify your identity or authority to make the request.
personal information you send to we,we,"advertising, analytics, legal, security, services","We may process the personal information you send to us for our marketing purposes, if this is in accordance with your marketing preferences."
profile information,we,"advertising, analytics, legal, security, services","The profile information we receive may vary depending on the social media provider concerned, but will often include your name, email address, friends list, and profile picture, as well as other information you choose to make public on such a social media platform."
profile information about you,we,"advertising, analytics, legal, security, services","If you choose to register in this way, we will collect certain profile information about you from the social media provider, as described in the section called
Where you choose to do this, we will receive certain profile information about you from your social media provider."
