data_type,collector,purpose,text
information we collect from you in connection with purchase,joint promotion partner,,"If you purchase or specifically express interest in a jointly-offered product or service from us, we may share information we collect from you in connection with your purchase with our joint promotion partners."
information we collect from you in connection with purchase,we,"advertising, analytics, services, security","If you purchase or specifically express interest in a jointly-offered product or service from us, we may share information we collect from you in connection with your purchase with our joint promotion partners."
information we process on behalf of customer,visier,,"Visier retains information (including information we process on behalf of our Customers) for as long as needed to fulfill the purpose for which it is collected or as necessary to comply with legal obligations, resolve disputes, and enforce our agreements."
information you allow,we,"advertising, analytics, services, security","If you choose to link your account with us to a third party account, we use the information you allow us to collect from those third parties to facilitate the login process."
ip address,we,"advertising, analytics, services, security","Our servers collect information when you access or use our Sites and record it in log files.
This information includes IP address, the address of the web page visited, browser type and settings, operating system, login date and time stamp, information about browser configuration and plugins, language preferences, and cookie information.
We collect data from the device you use to access our Services such as IP address and browser type."
language preference,we,"advertising, analytics, services, security","Our servers collect information when you access or use our Sites and record it in log files.
This information includes IP address, the address of the web page visited, browser type and settings, operating system, login date and time stamp, information about browser configuration and plugins, language preferences, and cookie information."
login date,we,"advertising, analytics, services, security","Our servers collect information when you access or use our Sites and record it in log files.
This information includes IP address, the address of the web page visited, browser type and settings, operating system, login date and time stamp, information about browser configuration and plugins, language preferences, and cookie information."
operating system,we,"advertising, analytics, services, security","Our servers collect information when you access or use our Sites and record it in log files.
This information includes IP address, the address of the web page visited, browser type and settings, operating system, login date and time stamp, information about browser configuration and plugins, language preferences, and cookie information."
person name,we,"advertising, analytics, services, security","We collect your information such as name, email address and phone number when you register for our events, forums, or webinars."
personal information,UNSPECIFIED_ACTOR,,"Visier operates globally and transfers personal information to Visier in the U.S, to any Visier subsidiary, or to third parties and business partners that are located in countries around the world, including countries outside the European Economic Area (EEA)."
personal information,business partner,,"Visier operates globally and transfers personal information to Visier in the U.S, to any Visier subsidiary, or to third parties and business partners that are located in countries around the world, including countries outside the European Economic Area (EEA)."
personal information,visier,,"In certain situations, Visier may be required to disclose personal data in response to lawful requests by public authorities, including to meet national security or law enforcement requirements.
Visier operates globally and transfers personal information to Visier in the U.S, to any Visier subsidiary, or to third parties and business partners that are located in countries around the world, including countries outside the European Economic Area (EEA)."
personal information,visier subsidiary,,"Visier operates globally and transfers personal information to Visier in the U.S, to any Visier subsidiary, or to third parties and business partners that are located in countries around the world, including countries outside the European Economic Area (EEA)."
phone number,we,"advertising, analytics, services, security","We collect your information such as name, email address and phone number when you register for our events, forums, or webinars."
relevant health information,we,"advertising, analytics, services, security",We may also collect relevant health and safety information.
setting,we,"advertising, analytics, services, security","Our servers collect information when you access or use our Sites and record it in log files.
This information includes IP address, the address of the web page visited, browser type and settings, operating system, login date and time stamp, information about browser configuration and plugins, language preferences, and cookie information."
survey result,we,"advertising, analytics, services, security",We use survey results to help improve products and services.
time stamp,we,"advertising, analytics, services, security","Our servers collect information when you access or use our Sites and record it in log files.
This information includes IP address, the address of the web page visited, browser type and settings, operating system, login date and time stamp, information about browser configuration and plugins, language preferences, and cookie information."
