data_type,collector,purpose,text
cookie / pixel tag,we,,"We use ""cookies"" to collect information about you and your activity across our site."
domain name,we,,The WEBSITE may then use this domain name for the use of other members.
email address,we,"security, services","For example, if you create an account or log into the Services using your Google credentials, we receive your name and email address as permitted by your Google profile settings in order to authenticate you."
full detail of allege breach,we,"security, services","If you believe that we have breached a relevant data protection law and wish to make a complaint, please contact us using the details below and provide us with full details of the alleged breach."
information about you,we,"security, services","We receive information about you when you link a third-party service with our Services.
We use ""cookies"" to collect information about you and your activity across our site."
information send in course of,we,"security, services","Information we collect includes both information you knowingly and actively provide us when using or participating in any of our services and promotions, and any information automatically sent by your devices in the course of accessing our products and services."
information we collect for quizmodeon,we,"security, services","We use the information we collect for Quizmodeon (and may combine it with other information about you) to, among other things:"
member account,member,,The MEMBER account can only be used by the MEMBER and is not allowed to be used by any other person.
permission,we,"security, services","If required by law, we will get your permission or give you the opportunity to opt in to or opt out of, as applicable, any new uses of your personal information."
person name,we,"security, services","For example, if you create an account or log into the Services using your Google credentials, we receive your name and email address as permitted by your Google profile settings in order to authenticate you."
personal information,UNSPECIFIED_ACTOR,"advertising, analytics, services","The PARTIES agree, declare and undertake that they will use all kinds of information, including personal data, obtained from the other PARTY within the scope of this Agreement exclusively for the purpose of providing the service under the Agreement, and not for other purposes without obtaining written permission.
We may disclose personal information to: a parent, subsidiary, or affiliate of our company
We may disclose personal information to: third parties, including agents or sub-contractors, who assist us in providing information, products, services, or direct marketing to you third parties to collect and process data
We may disclose personal information to: third party service providers for the purpose of enabling them to provide their services, for example, IT service providers, data storage, hosting and server providers, advertisers, or analytics platforms"
personal information,business partner,"advertising, analytics, services",We may disclose personal information to: our existing or potential agents or business partners
personal information,contractor,"advertising, analytics, services","We may disclose personal information to: our employees, contractors, and/or related entities"
personal information,court,"advertising, analytics, services","We may disclose personal information to: courts, tribunals, regulatory authorities, and law enforcement officers, as required by law, in connection with any actual or prospective legal proceedings, or in order to establish, exercise, or defend our legal rights"
personal information,exist agent,"advertising, analytics, services",We may disclose personal information to: our existing or potential agents or business partners
personal information,law enforcement officer,"advertising, analytics, services","We may disclose personal information to: courts, tribunals, regulatory authorities, and law enforcement officers, as required by law, in connection with any actual or prospective legal proceedings, or in order to establish, exercise, or defend our legal rights"
personal information,promoter,"advertising, analytics, services","We may disclose personal information to: sponsors or promoters of any competition, sweepstakes, or promotion we run"
personal information,regulatory authority,"advertising, analytics, services","We may disclose personal information to: courts, tribunals, regulatory authorities, and law enforcement officers, as required by law, in connection with any actual or prospective legal proceedings, or in order to establish, exercise, or defend our legal rights"
personal information,related entity,"advertising, analytics, services","We may disclose personal information to: our employees, contractors, and/or related entities"
personal information,sponsor,"advertising, analytics, services","We may disclose personal information to: sponsors or promoters of any competition, sweepstakes, or promotion we run"
personal information,sub,"advertising, analytics, services","We may disclose personal information to: third parties, including agents or sub-contractors, who assist us in providing information, products, services, or direct marketing to you third parties to collect and process data"
personal information,tribunal,"advertising, analytics, services","We may disclose personal information to: courts, tribunals, regulatory authorities, and law enforcement officers, as required by law, in connection with any actual or prospective legal proceedings, or in order to establish, exercise, or defend our legal rights"
personal information,we,"security, services, advertising, analytics, legal","How Long We Keep Your Personal Information
However, if necessary, we may retain your personal information for our compliance with a legal, accounting, or reporting obligation or for archiving purposes in the public interest, scientific, or historical research purposes or statistical purposes.
We keep your personal information only for as long as we need to.
We may collect personal information from you when you do any of the following on our website:
We may collect, hold, use, and disclose information for the following purposes, and personal information will not be further processed in a manner that is incompatible with these purposes:
We may disclose personal information to: third parties, including agents or sub-contractors, who assist us in providing information, products, services, or direct marketing to you third parties to collect and process data
We only collect and use your personal information when we have a legitimate reason for doing so."
personal information be,we,"security, services, advertising, analytics, legal","In which instance, we only collect personal information that is reasonably necessary to provide our services to you."
relevant member password,member,,The relevant MEMBER password will be kept confidential by the MEMBER.
standard datum provide,we,"security, services, advertising, analytics, legal","When you visit our website, our servers may automatically log the standard data provided by your web browser."
