data_type,collector,purpose,text
credit / debit card number,we,services,"Purchasers of our online subscription-based Services may need to provide credit card or other payment information.
We will store credit card or other payment information in an encrypted form and will not sell, share, or use it again without prior consent.
We will use that information solely for the purpose of fulfilling the purchase request."
date of last use,we,"services, advertising, analytics, security","We collect certain information including your device type, operating system, location, platform used, device ID, and the date of last use, among other non-personally identifiable information, through the downloading and use of our mobile applications."
device identifier,we,"services, advertising, analytics, security","We collect certain information including your device type, operating system, location, platform used, device ID, and the date of last use, among other non-personally identifiable information, through the downloading and use of our mobile applications."
device type,we,"services, advertising, analytics, security","We collect certain information including your device type, operating system, location, platform used, device ID, and the date of last use, among other non-personally identifiable information, through the downloading and use of our mobile applications."
email address,service provider,"advertising, analytics, services, security","Information such as name, billing address, phone number, email address, and credit card information will be submitted to service providers for verification and to manage any recurring payments."
email address,we,"services, advertising, analytics, security","We may also collect other information such as the user's name, email, company name, and information about the user's account with us."
email header information,we,"services, advertising, analytics, security","Depending on the specific Services being used, we may collect email header information, email subjects, email bodies and attachments, and calendar meeting information such as meeting participants, meeting description, subject, and date and time of the meeting."
email subject,we,"services, advertising, analytics, security","Depending on the specific Services being used, we may collect email header information, email subjects, email bodies and attachments, and calendar meeting information such as meeting participants, meeting description, subject, and date and time of the meeting."
file,relevant personnel,,"We may reproduce, analyze, summarize, and disclose these files, recordings, and any results of our Services with such customers and their relevant personnel and other team members, and customers may share this information with their personnel or others."
file,team member,,"We may reproduce, analyze, summarize, and disclose these files, recordings, and any results of our Services with such customers and their relevant personnel and other team members, and customers may share this information with their personnel or others."
file,we,"services, advertising, analytics, security","We may reproduce, analyze, summarize, and disclose these files, recordings, and any results of our Services with such customers and their relevant personnel and other team members, and customers may share this information with their personnel or others."
geolocation,we,"services, advertising, analytics, security","We collect certain information including your device type, operating system, location, platform used, device ID, and the date of last use, among other non-personally identifiable information, through the downloading and use of our mobile applications."
information about account with we,we,"services, advertising, analytics, security","We may also collect other information such as the user's name, email, company name, and information about the user's account with us."
information about company,we,"services, advertising, analytics, security","We gather information about companies from corporate web sites, press releases, and/or SEC documents filed with the US government."
information about end user,we,"services, advertising, analytics, security",We receive information about our customers' end-users from or on behalf of our customers.
information about individual who register for zoominfo event with third party speaker,UNSPECIFIED_ACTOR,"advertising, analytics, services",Information about individuals who register for a ZoomInfo event with a third-party speaker will generally be shared with the speaker and any third-party sponsors or partners of the event.
information about individual who register for zoominfo event with third party speaker,speaker,,Information about individuals who register for a ZoomInfo event with a third-party speaker will generally be shared with the speaker and any third-party sponsors or partners of the event.
information generate,Google,analytics,The information generated by Google Analytics will be transmitted to and stored by Google and will be subject to Google's privacy policies.
information submit,we,"services, advertising, analytics, security","We use the information submitted to update a Professional Profile solely for purposes of verifying the submitter's identity, updating their Professional Profile information, and honoring their privacy preferences."
ip address,social media,,"Our Site includes social media features, such as the Facebook ""Like"" button and ""Widgets,"" such as the ""Share"" button or interactive mini-programs that run on our Site.
These features may collect IP address and which page was visited on our Site, and may set a cookie to enable the feature to function properly."
ip address,technology use,,"The technologies used by Google may collect information such as IP address, time of visit, whether a visitor is a return visitor, and any referring website."
list of specific use,we,"services, advertising, analytics, security","Details about how we use information are provided throughout this Policy, but in this section we compile a list of specific uses."
operating system,we,"services, advertising, analytics, security","We collect certain information including your device type, operating system, location, platform used, device ID, and the date of last use, among other non-personally identifiable information, through the downloading and use of our mobile applications."
person name,service provider,"advertising, analytics, services, security","Information such as name, billing address, phone number, email address, and credit card information will be submitted to service providers for verification and to manage any recurring payments."
person name,we,"services, advertising, analytics, security","We may also collect other information such as the user's name, email, company name, and information about the user's account with us."
personal information we have,we,"services, advertising, analytics, security","We may use personal information we already have in order to draw inferences or to produce scores or ratings such as the ""Likely to Listen"" score."
phone number,service provider,,"Information such as name, billing address, phone number, email address, and credit card information will be submitted to service providers for verification and to manage any recurring payments."
phone number,service provider,"advertising, analytics, services, security","Information such as name, billing address, phone number, email address, and credit card information will be submitted to service providers for verification and to manage any recurring payments."
platform use,we,"services, advertising, analytics, security","We collect certain information including your device type, operating system, location, platform used, device ID, and the date of last use, among other non-personally identifiable information, through the downloading and use of our mobile applications."
postal address,service provider,"advertising, analytics, services, security","Information such as name, billing address, phone number, email address, and credit card information will be submitted to service providers for verification and to manage any recurring payments."
publicly available information,search technology,,"ZoomInfo obtains the data for its Professional and Business Profiles in several ways, including: Our search technology scans the web and gathers publicly available information."
report on activity,we,"services, advertising, analytics, security","Google Analytics uses cookies or other tracking technologies to help us analyze how users interact with and use the Site, compile reports on the Site's activity, and provide other services related to Site activity and usage."
result of services,relevant personnel,,"We may reproduce, analyze, summarize, and disclose these files, recordings, and any results of our Services with such customers and their relevant personnel and other team members, and customers may share this information with their personnel or others."
result of services,team member,,"We may reproduce, analyze, summarize, and disclose these files, recordings, and any results of our Services with such customers and their relevant personnel and other team members, and customers may share this information with their personnel or others."
result of services,we,"services, advertising, analytics, security","We may reproduce, analyze, summarize, and disclose these files, recordings, and any results of our Services with such customers and their relevant personnel and other team members, and customers may share this information with their personnel or others."
scoring model,we,"services, advertising, analytics, security",We use scoring models and algorithms that evaluate selected data points to produce a score predicting the likeliness of an employment prospect to respond to a recruiter's outreach efforts.
time of visit,technology use,,"The technologies used by Google may collect information such as IP address, time of visit, whether a visitor is a return visitor, and any referring website."
variety of measure,we,"services, advertising, analytics, security","We follow generally accepted industry standards and use a variety of measures to protect the information submitted to us, both during transmission and once we receive it."
