data_type,collector,purpose,text
personal information,we,"advertising, services, analytics, legal, security","If you object to the processing of your personal information for direct marketing purposes, we will no longer process your personal information for such purposes.
Privacy Policy

We will only retain your personal information as long as necessary to fulfill the specific purpose or as outlined below:
We collect this information in order to enable the use of the website and to ensure website security
We collect this information in order to identify you as a customer, process orders, deliver products and services to you, and manage customer purchases and accounts.
We collect various types of ""personal information"" depending upon how you use our websites, such as:
We may also disclose personal information in order to enforce or apply our rights and agreements, or when we believe in good faith that disclosing this information is necessary or advisable, including, for example, to protect the rights, property, or safety of our businesses, our websites, our customers, our users, or others, as permitted under the applicable laws, or as otherwise required by law or by government and regulatory entities.
We may, however, share your personal information with certain entities that control us, are controlled by us, or are under common control with us (our ""Affiliates""), and websites operated by our Affiliates.
When processing is restricted, we can still store your personal information, but may not use it further without your consent or just for the establishment, exercise or defence of legal claims or for reasons of important public interest."
phone,we,"advertising, services, analytics, legal, security","We collect various types of ""personal information"" depending upon how you use our websites, such as: When you submit an inquiry, we collect your name, email address, and zip code, phone, location of residence, program of interest, language of interest, preferred starting Date and the data you submit to us using the text box in order to process and respond to your inquiries."
phone number,berlitz,,"We collect various types of ""personal information"" depending upon how you use our websites, such as: If you are a past or present employee of Berlitz (or one of its affiliates) who is based in the European Union, European Economic Area, United Kingdom (and Gibraltar), or Switzerland, Berlitz may collect your name, address, phone number, and other contact details, employment and academic history, financial information, age, gender, nationality, date and place of birth, marital status, language skills, employee and government IDs, income, dates of employment, and tax information (""Human Resources Data"")."
phone number,we,"advertising, services, analytics, legal, security","We collect various types of ""personal information"" depending upon how you use our websites, such as: When you agree to subscribe to our text communications, we collect your phone number to send you offers and information about our products, services, and events offered by us or one of our affiliates, including for marketing and promotional purposes (as permitted by law) via SMS, WhatsApp, or text messaging platforms.
We collect various types of ""personal information"" depending upon how you use our websites, such as: When you enter a sweepstakes or contest online, we collect your name, address, email address, and phone number.
We collect various types of ""personal information"" depending upon how you use our websites, such as: When you open a customer account and order from us, we collect your name, address, email address, phone number, and credit card number with expiration date, as well as your usage data, such as user name, password, and purchase information."
postal address,berlitz,,"We collect various types of ""personal information"" depending upon how you use our websites, such as: If you are a past or present employee of Berlitz (or one of its affiliates) who is based in the European Union, European Economic Area, United Kingdom (and Gibraltar), or Switzerland, Berlitz may collect your name, address, phone number, and other contact details, employment and academic history, financial information, age, gender, nationality, date and place of birth, marital status, language skills, employee and government IDs, income, dates of employment, and tax information (""Human Resources Data"")."
postal address,we,"advertising, services, analytics, legal, security","We collect various types of ""personal information"" depending upon how you use our websites, such as: When you enter a sweepstakes or contest online, we collect your name, address, email address, and phone number.
We collect various types of ""personal information"" depending upon how you use our websites, such as: When you open a customer account and order from us, we collect your name, address, email address, phone number, and credit card number with expiration date, as well as your usage data, such as user name, password, and purchase information.
We collect various types of ""personal information"" depending upon how you use our websites, such as: When you submit an application for employment purposes, we collect your name, address, telephone, email, preferred workplace, previous work experience, skills, referral information, and application documents that you choose to submit."
prefer starting date,we,"advertising, services, analytics, legal, security","We collect various types of ""personal information"" depending upon how you use our websites, such as: When you submit an inquiry, we collect your name, email address, and zip code, phone, location of residence, program of interest, language of interest, preferred starting Date and the data you submit to us using the text box in order to process and respond to your inquiries."
previous work experience,we,"advertising, services, analytics, legal, security","We collect various types of ""personal information"" depending upon how you use our websites, such as: When you submit an application for employment purposes, we collect your name, address, telephone, email, preferred workplace, previous work experience, skills, referral information, and application documents that you choose to submit."
product preference,we,"advertising, services, analytics, legal, security","We also may ask you for additional information, such as your age, interests, product preferences, or zip code.
We process such information to administer the sweepstakes or contest."
program of interest,we,"advertising, services, analytics, legal, security","We collect various types of ""personal information"" depending upon how you use our websites, such as: When you submit an inquiry, we collect your name, email address, and zip code, phone, location of residence, program of interest, language of interest, preferred starting Date and the data you submit to us using the text box in order to process and respond to your inquiries."
purchase information,we,"advertising, services","We collect this information in order to identify you as a customer, process orders, deliver products and services to you, and manage customer purchases and accounts.
We collect various types of ""personal information"" depending upon how you use our websites, such as: When you open a customer account and order from us, we collect your name, address, email address, phone number, and credit card number with expiration date, as well as your usage data, such as user name, password, and purchase information."
purchase information,we,"advertising, services, analytics, legal, security","We collect this information in order to identify you as a customer, process orders, deliver products and services to you, and manage customer purchases and accounts.
We collect various types of ""personal information"" depending upon how you use our websites, such as: When you open a customer account and order from us, we collect your name, address, email address, phone number, and credit card number with expiration date, as well as your usage data, such as user name, password, and purchase information."
referral information,we,"advertising, services, analytics, legal, security","We collect various types of ""personal information"" depending upon how you use our websites, such as: When you submit an application for employment purposes, we collect your name, address, telephone, email, preferred workplace, previous work experience, skills, referral information, and application documents that you choose to submit."
selection of language,we,"advertising, services, analytics, legal, security","We collect various types of ""personal information"" depending upon how you use our websites, such as: When you use our form for scheduling appointments, we collect your name, email address and other contact details, and selection of language."
tax information,berlitz,,"We collect various types of ""personal information"" depending upon how you use our websites, such as: If you are a past or present employee of Berlitz (or one of its affiliates) who is based in the European Union, European Economic Area, United Kingdom (and Gibraltar), or Switzerland, Berlitz may collect your name, address, phone number, and other contact details, employment and academic history, financial information, age, gender, nationality, date and place of birth, marital status, language skills, employee and government IDs, income, dates of employment, and tax information (""Human Resources Data"")."
telephone,we,"advertising, services, analytics, legal, security","We collect various types of ""personal information"" depending upon how you use our websites, such as: When you submit an application for employment purposes, we collect your name, address, telephone, email, preferred workplace, previous work experience, skills, referral information, and application documents that you choose to submit."
visit,we,"advertising, services, analytics, legal, security","We collect this information in order to enable the use of the website and to ensure website security
We collect various types of ""personal information"" depending upon how you use our websites, such as: When you visit our websites, we record your visit in a log file, including the name of each accessed webpage, the date and time of access, the data volume transferred, the operating system used by you, the referrer URL (the previously visited website), your IP address and the access requesting provider."
zip code,we,"advertising, services, analytics, legal, security","We also may ask you for additional information, such as your age, interests, product preferences, or zip code.
We collect various types of ""personal information"" depending upon how you use our websites, such as: When you submit an inquiry, we collect your name, email address, and zip code, phone, location of residence, program of interest, language of interest, preferred starting Date and the data you submit to us using the text box in order to process and respond to your inquiries.
We process such information to administer the sweepstakes or contest."
